Significant,p-value(-log10),Difference(z-score),Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,0.033501583,-0.005903999,sp|P17709|HXKG_YEAST,sp|P17709|HXKG_YEAST,P17709,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;carbohydrate kinase activity;catalytic activity;glucokinase activity;hexokinase activity;kinase activity;nucleotide binding;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups",,alcohol metabolic process;carbohydrate metabolic process;carbohydrate transport;catabolic process;cellular metabolic process;cellular process;establishment of localization;generation of precursor metabolites and energy;metabolic process;primary metabolic process;small molecule metabolic process;transport,HXKG_YEAST,42,42,40,81.2,81.2,77,55.377,0,323.31,29412000000,930,1.756305,1.788431,1.764274,1.794285,1.78802,1.759931,1.792762,1.753353,1.666119,1.814928,1.86743,2.010226
,0.261912339,-0.077927331,sp|P30624|LCF1_YEAST,sp|P30624|LCF1_YEAST,P30624,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;fatty acid ligase activity;ligase activity;ligase activity, forming carbon-sulfur bonds;long-chain fatty acid-CoA ligase activity;medium-chain fatty acid-CoA ligase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding",cell part;cytoplasmic part;intracellular part;lipid particle,cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;cofactor metabolic process;establishment of localization;lipid metabolic process;lipid transport;metabolic process;organic acid metabolic process;organic acid transport;primary metabolic process;small molecule metabolic process;transport,LCF1_YEAST,42,42,39,62.3,62.3,59.6,77.865,0,323.31,13306000000,560,0.7509577,0.9186867,0.825627,0.6479249,0.546954,0.555652,0.6737286,0.6094425,0.9513219,0.7474845,0.7322702,0.736735
,0.174574523,0.061502556,sp|P23254|TKT1_YEAST,sp|P23254|TKT1_YEAST,P23254,Color [DarkGray],1,4,,"binding;catalytic activity;cation binding;ion binding;metal ion binding;transferase activity;transferase activity, transferring aldehyde or ketonic groups;transketolase activity",cell part;cytoplasm;intracellular part,alcohol metabolic process;carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,TKT1_YEAST,43,43,43,69.6,69.6,69.6,73.805,0,323.31,21693000000,712,1.055962,1.020268,1.215982,1.197171,1.241583,1.148034,0.8715401,0.9703847,1.257606,0.9797404,1.199874,1.071874
,0.186913587,0.038526734,sp|P37012|PGM2_YEAST,sp|P37012|PGM2_YEAST,P37012,Color [DarkGray],1,4,,"binding;catalytic activity;cation binding;intramolecular transferase activity;intramolecular transferase activity, phosphotransferases;ion binding;isomerase activity;magnesium ion binding;metal ion binding;phosphoglucomutase activity",cell part;cytoplasm;intracellular part,alcohol metabolic process;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;energy reserve metabolic process;generation of precursor metabolites and energy;homeostatic process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleotide-sugar metabolic process;oligosaccharide metabolic process;polysaccharide metabolic process;primary metabolic process;small molecule metabolic process,PGM2_YEAST,43,43,38,83,83,77.9,63.088,0,323.31,32697000000,1083,1.335635,1.545985,1.505727,1.407131,1.428452,1.556352,1.270604,1.314934,1.48152,1.434375,1.402109,1.062694
,0.79180026,0.112481833,sp|P37291|GLYC_YEAST,sp|P37291|GLYC_YEAST,P37291,Color [DarkGray],1,4,,"binding;catalytic activity;cofactor binding;glycine hydroxymethyltransferase activity;hydroxymethyl-, formyl- and related transferase activity;pyridoxal phosphate binding;transferase activity;transferase activity, transferring one-carbon groups;vitamin B6 binding;vitamin binding",cell part;cytoplasm;intracellular part,amine metabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;one-carbon metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,GLYC_YEAST,43,43,42,76.3,76.3,74.8,52.218,0,323.31,66607000000,1318,1.951685,2.130883,2.13272,2.09427,2.046163,2.057411,1.922678,1.851551,2.003452,1.878697,1.866992,1.683237
,0.757616514,-0.272891343,sp|P38009|PUR92_YEAST,sp|P38009|PUR92_YEAST,P38009,Color [DarkGray],1,4,,"catalytic activity;cyclohydrolase activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines;hydroxymethyl-, formyl- and related transferase activity;IMP cyclohydrolase activity;phosphoribosylaminoimidazolecarboxamide formyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups",cell part;cytoplasmic part;cytosol;intracellular part,biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,PUR92_YEAST,43,43,36,81.8,81.8,74,65.262,0,323.31,15597000000,636,0.5205709,1.006305,0.9847867,0.7104052,0.5416169,0.6949502,1.023412,0.8259166,0.8207831,0.9524403,1.021453,1.083295
,1.247697028,-0.64827255,sp|P39730|IF2P_YEAST,sp|P39730|IF2P_YEAST,P39730,Color [DarkGray],1,4,,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleoprotein binding;ribonucleotide binding;ribosome binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity;translation initiation factor binding",cell part;cytoplasmic part;cytosolic small ribosomal subunit;eukaryotic 48S preinitiation complex;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit;translation preinitiation complex,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle assembly;primary metabolic process;regulation of translation;ribonucleoprotein complex assembly;ribosome assembly;RNA metabolic process;RNA processing;rRNA processing,IF2P_YEAST,43,43,43,46.5,46.5,46.5,112.27,0,323.31,3981100000,254,-1.099195,-0.5442282,-0.3279083,-0.4446998,-0.9703102,-0.5432702,-0.206079,-0.1748315,-0.1976157,-0.1530997,-0.04890118,-0.08884139
,0.904783022,0.174324751,sp|P15705|STI1_YEAST,sp|P15705|STI1_YEAST,P15705,Color [DarkGray],1,4,,ATPase inhibitor activity;ATPase regulator activity;binding;enzyme inhibitor activity;enzyme regulator activity;heat shock protein binding;Hsp70 protein binding;Hsp90 protein binding;mRNA binding;nucleic acid binding;nucleoside-triphosphatase regulator activity;protein binding;RNA binding,cell part;cytoplasm;intracellular part,biological regulation;cellular metabolic process;cellular process;localization;macromolecule metabolic process;metabolic process;primary metabolic process;protein folding;protein metabolic process,STI1_YEAST,44,44,44,70.5,70.5,70.5,66.264,0,323.31,25500000000,921,1.319401,1.621131,1.612489,1.448672,1.502844,1.318899,1.322426,1.317066,1.34007,1.337183,1.249265,1.143665
,1.471105615,0.24015065,sp|P16140|VATB_YEAST,sp|P16140|VATB_YEAST,P16140,Color [DarkGray],1,4,,"active transmembrane transporter activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of substances;binding;catalytic activity;cation transmembrane transporter activity;cation-transporting ATPase activity;hydrogen ion transmembrane transporter activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;nucleoside-triphosphatase activity;nucleotide binding;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;proton-transporting ATPase activity, rotational mechanism;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity","cell part;cytoplasmic part;fungal-type vacuole membrane;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;organelle membrane;organelle part;protein complex;proton-transporting two-sector ATPase complex, catalytic domain;proton-transporting V-type ATPase, V1 domain;vacuolar membrane;vacuolar part;vacuolar proton-transporting V-type ATPase, V1 domain",biological regulation;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;homeostatic process;hydrogen transport;ion transport;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transmembrane transport;transport,VATB_YEAST,44,44,44,87,87,87,57.749,0,323.31,27028000000,864,1.634366,1.625701,1.388872,1.543588,1.516172,1.482798,1.224176,1.231193,1.279031,1.311154,1.31575,1.380279
,1.259440832,-0.484052324,sp|P39986|ATC6_YEAST,sp|P39986|ATC6_YEAST,P39986,Color [DarkGray],1,4,,"active transmembrane transporter activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism;ATPase activity, coupled to transmembrane movement of substances;binding;catalytic activity;cation binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ion binding;ion transmembrane transporter activity;metal ion binding;nucleoside-triphosphatase activity;nucleotide binding;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity",cell part;cis-Golgi network;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;Golgi apparatus part;integral to membrane;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;organelle membrane;organelle part,biological regulation;cellular homeostasis;cellular ion homeostasis;cellular process;establishment of localization;homeostatic process;ion transport;transmembrane transport;transport,ATC6_YEAST,44,44,44,47.4,47.4,47.4,135.27,0,323.31,4189900000,268,-0.8359104,-1.136247,-0.2208125,-1.162975,-0.5503832,-0.9582631,-0.1114657,-0.2116266,-0.0350198,-0.2132376,-0.008463595,-1.159238
,1.825139409,0.20544827,sp|P00931|TRP_YEAST,sp|P00931|TRP_YEAST,P00931,Color [DarkGray],1,4,,carbon-oxygen lyase activity;catalytic activity;hydro-lyase activity;lyase activity;tryptophan synthase activity,,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,TRP_YEAST,45,45,45,78.1,78.1,78.1,76.625,0,323.31,11481000000,531,0.8659741,1.051452,0.7392065,0.8173991,0.7407396,0.5831964,0.5983933,0.6403186,0.6093298,0.6066462,0.5218524,0.1848944
,1.108627756,0.199600697,sp|P11986|INO1_YEAST,sp|P11986|INO1_YEAST,P11986,Color [DarkGray],1,4,,catalytic activity;inositol-3-phosphate synthase activity;intramolecular lyase activity;isomerase activity,cell part;cytoplasm;intracellular part,alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;lipid metabolic process;metabolic process;primary metabolic process;small molecule metabolic process,INO1_YEAST,45,45,45,71.9,71.9,71.9,59.641,0,323.31,71931000000,1649,2.17296,2.274555,2.448778,2.259749,2.392552,2.358118,2.12343,2.040592,2.136494,1.956188,2.155564,1.791045
,0.850857031,0.232515136,sp|P16120|THRC_YEAST,sp|P16120|THRC_YEAST,P16120,Color [DarkGray],1,4,,"binding;carbon-oxygen lyase activity;carbon-oxygen lyase activity, acting on phosphates;catalytic activity;cofactor binding;lyase activity;pyridoxal phosphate binding;threonine synthase activity;vitamin B6 binding;vitamin binding",,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,THRC_YEAST,45,45,45,84.4,84.4,84.4,57.474,0,323.31,13072000000,525,0.823909,0.7580362,1.005836,0.8255224,0.656908,0.7049887,0.535647,0.7005175,0.503736,0.2731161,0.749725,0.3151427
,0.45790409,-0.215097475,sp|P21576|VPS1_YEAST,sp|P21576|VPS1_YEAST,P21576,Color [DarkGray],1,4,,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding",actin cortical patch;cell cortex part;cell part;cytoplasmic part;cytoskeletal part;endosome;fungal-type vacuole membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;late endosome;macromolecular complex;membrane;membrane-bounded organelle;microbody;microtubule;organelle;organelle membrane;organelle part;peroxisome;protein complex;vacuolar membrane;vacuolar part,biological regulation;cell cycle;cell division;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular membrane organization;cellular process;cytoskeleton organization;endocytosis;establishment of localization;macromolecular complex assembly;meiotic cell cycle;membrane invagination;membrane organization;metabolic process;organelle fission;organelle organization;peroxisome organization;protein targeting;protein transport;transport;vacuolar transport;vesicle-mediated transport,VPS1_YEAST,45,45,45,68.2,68.2,68.2,78.736,0,323.31,9436200000,511,-0.0557121,0.7527568,0.6404241,0.5094076,0.3352647,0.5606726,0.4788806,0.4796586,0.5330014,0.5262455,0.5533871,0.330157
,1.280447239,-0.460843489,sp|P27472|GYS2_YEAST,sp|P27472|GYS2_YEAST,P27472,Color [DarkGray],1,4,,"catalytic activity;glucosyltransferase activity;glycogen (starch) synthase activity;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups;UDP-glucosyltransferase activity;UDP-glycosyltransferase activity",cell part;cytoplasm;intracellular part,biosynthetic process;carbohydrate metabolic process;cellular metabolic process;cellular process;energy reserve metabolic process;generation of precursor metabolites and energy;macromolecule metabolic process;metabolic process;polysaccharide metabolic process;primary metabolic process,GYS2_YEAST,45,45,39,59.7,59.7,54.8,80.078,0,323.31,11050000000,489,-0.07415144,0.1797826,0.4119997,-0.1894329,0.4463122,0.3360118,0.7219099,0.5938296,0.6952819,0.6590799,0.7494991,0.5498349
,0.625702097,-0.557772774,sp|P32074|COPG_YEAST,sp|P32074|COPG_YEAST,P32074,Color [DarkGray],1,4,,structural molecule activity,cell part;COPI vesicle coat;cytoplasmic part;cytoplasmic vesicle part;endosome;Golgi apparatus part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane coat;membrane part;membrane-bounded organelle;organelle;organelle part;protein complex;vesicle coat,cellular process;establishment of localization;Golgi vesicle transport;protein transport;transport;vesicle-mediated transport,COPG_YEAST,45,45,45,63,63,63,104.83,0,323.31,6348000000,431,0.4869844,0.7597783,-0.8830566,0.3172227,-0.04845699,-0.1666444,0.3679402,0.2492008,0.4992011,0.3787652,0.3616478,0.3118972
,1.113058131,0.195956727,sp|P32582|CBS_YEAST,sp|P32582|CBS_YEAST,P32582,Color [DarkGray],1,4,,carbon-oxygen lyase activity;catalytic activity;cystathionine beta-synthase activity;hydro-lyase activity;lyase activity,cell part;cytoplasm;intracellular part,amine metabolic process;biological regulation;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;regulation of cell cycle;regulation of mitotic cell cycle;small molecule metabolic process;sulfur compound metabolic process,CBS_YEAST,45,45,45,84,84,84,56.021,0,323.31,21333000000,745,1.045275,1.254659,1.300532,1.223231,1.255291,1.197867,1.041313,0.9671863,0.9544972,0.9887407,1.017417,1.097103
,0.945905562,-0.406963076,sp|P40069|IMB4_YEAST,sp|P40069|IMB4_YEAST,P40069,Color [DarkGray],1,4,,binding;nuclear localization sequence binding;peptide binding;protein transporter activity;signal sequence binding;substrate-specific transporter activity;transporter activity,cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane part;membrane-bounded organelle;nuclear part;nuclear pore;nucleus;organelle;organelle part;pore complex;protein complex,biological regulation;establishment of localization;nuclear transport;nucleobase-containing compound transport;nucleocytoplasmic transport;protein targeting;protein transport;transport,IMB4_YEAST,45,45,45,57,57,57,122.6,0,323.31,7888500000,446,-0.06115978,0.06973844,0.1719406,-0.1601644,-0.4883764,-0.7660272,0.1736648,0.2949409,0.3074591,0.2798292,0.3621696,0.1567785
,0.635400071,-0.386543463,sp|P00358|G3P2_YEAST,sp|P00358|G3P2_YEAST,P00358,Color [DarkGray],1,4,,"binding;catalytic activity;coenzyme binding;cofactor binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;NAD binding;NADP binding;nucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",cell part;cell wall;cytoplasm;cytoplasmic part;external encapsulating structure;fungal-type cell wall;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;lipid particle;membrane-bounded organelle;mitochondrion;organelle,alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;catabolic process;cell death;cellular metabolic process;cellular process;death;generation of precursor metabolites and energy;metabolic process;primary metabolic process;small molecule metabolic process,G3P2_YEAST,46,7,7,97.3,31.9,31.9,35.846,0,323.31,13956000000,307,0.284881,0.194736,-0.3158733,0.9945306,0.3144045,-0.3330625,0.8416128,1.183477,0.260169,1.293573,0.3412607,1.333798
,0.415446704,-0.085719029,sp|P06208|LEU1_YEAST,sp|P06208|LEU1_YEAST,P06208,Color [DarkGray],1,4,,"2-isopropylmalate synthase activity;catalytic activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",cell part;cytoplasm;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,LEU1_YEAST,46,46,28,80.6,80.6,59.1,68.408,0,323.31,17002000000,689,1.092132,1.057966,0.9004254,0.9215709,1.138486,1.211767,1.049538,1.042114,1.120199,1.03319,1.218464,0.933337
,0.709768078,-0.464074127,sp|P14742|GFA1_YEAST,sp|P14742|GFA1_YEAST,P14742,Color [DarkGray],1,4,,"binding;carbohydrate binding;catalytic activity;glutamine-fructose-6-phosphate transaminase (isomerizing) activity;transaminase activity;transferase activity;transferase activity, transferring nitrogenous groups",,alcohol metabolic process;amine metabolic process;biosynthetic process;carbohydrate metabolic process;cell wall organization or biogenesis;cellular amino acid metabolic process;cellular cell wall organization or biogenesis;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleotide-sugar metabolic process;organic acid metabolic process;polysaccharide metabolic process;primary metabolic process;small molecule metabolic process,GFA1_YEAST,46,46,46,70.6,70.6,70.6,80.046,0,323.31,9981000000,546,-0.1017142,0.4759979,-0.5406086,0.3499483,0.402029,0.0593582,0.608086,0.5415316,0.1865459,0.3817501,0.3572967,0.2057873
,1.155735453,-0.407351849,sp|P19657|PMA2_YEAST,sp|P19657|PMA2_YEAST,P19657,Color [DarkGray],1,4,,"active transmembrane transporter activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism;ATPase activity, coupled to transmembrane movement of substances;binding;catalytic activity;cation binding;cation transmembrane transporter activity;hydrogen ion transmembrane transporter activity;hydrogen-exporting ATPase activity, phosphorylative mechanism;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;inorganic cation transmembrane transporter activity;ion binding;ion transmembrane transporter activity;metal ion binding;monovalent inorganic cation transmembrane transporter activity;nucleoside-triphosphatase activity;nucleotide binding;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity",cell part;integral to membrane;intrinsic to membrane;membrane;membrane part;plasma membrane,biological regulation;biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;homeostatic process;hydrogen transport;ion transport;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transport,PMA2_YEAST,46,9,9,44.5,14.3,14.3,102.17,0,149.8,1310500000,119,-0.6880529,-0.8363599,-0.7242394,-0.5554353,-0.9641642,-0.9407573,-0.5246711,-0.5019389,-0.1022042,-0.1632516,-0.5275257,0.06582261
,0.14414699,0.119503727,sp|P28273|OPLA_YEAST,sp|P28273|OPLA_YEAST,P28273,Color [DarkGray],1,4,,"5-oxoprolinase (ATP-hydrolyzing) activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding",cell part;cytoplasm;intracellular part,amine metabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;peptide metabolic process;primary metabolic process;small molecule metabolic process;sulfur compound metabolic process,OPLA_YEAST,46,46,46,39.2,39.2,39.2,140.43,0,175.68,1854100000,151,-0.9185827,-0.6908178,-0.6677757,-0.8225795,-0.6696071,-0.6339578,-0.8699748,-1.581445,-1.385362,-0.9462259,-0.3591398,-1.128676
,0.31784153,-0.086260875,sp|P00360|G3P1_YEAST,sp|P00360|G3P1_YEAST,P00360,Color [DarkGray],1,4,,"binding;catalytic activity;coenzyme binding;cofactor binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;NAD binding;NADP binding;nucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",cell part;cell wall;cytoplasm;cytoplasmic part;external encapsulating structure;fungal-type cell wall;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;lipid particle;membrane-bounded organelle;mitochondrion;organelle,alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular process;generation of precursor metabolites and energy;metabolic process;primary metabolic process;small molecule metabolic process,G3P1_YEAST,47,27,26,94.3,77.4,70.2,35.75,0,323.31,3.6395E+11,2678,3.235133,3.207659,3.604506,3.389901,3.357676,3.474423,3.532402,3.255245,3.463721,3.546506,3.459975,3.345928
,0.794548904,0.295640866,sp|P02994|EF1A_YEAST,sp|P02994|EF1A_YEAST,P02994,Color [DarkGray],1,4,,"binding;catalytic activity;GDP binding;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;RNA binding;translation elongation factor activity;translation factor activity, nucleic acid binding",cell part;cytoplasm;cytoplasmic part;cytoskeleton;eukaryotic translation elongation factor 1 complex;fungal-type vacuole membrane;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;mitochondrion;non-membrane-bounded organelle;organelle;organelle membrane;organelle part;protein complex;ribonucleoprotein complex;ribosome;vacuolar membrane;vacuolar part,biosynthetic process;cellular metabolic process;cellular process;establishment of localization;macromolecule metabolic process;metabolic process;nuclear transport;nucleobase-containing compound transport;nucleocytoplasmic transport;translational elongation;transport,EF1A_YEAST,47,47,47,77.7,77.7,77.7,50.032,0,323.31,2.7527E+11,2613,2.907958,3.196038,3.440492,3.209792,3.397788,3.345892,2.954249,3.032166,2.984799,2.802433,2.920267,2.791258
