Significant,pvalue,Difference,Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,0.626875073,-0.155105511,sp|P22202|HSP74_YEAST,sp|P22202|HSP74_YEAST,P22202,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;unfolded protein binding",cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,cellular metabolic process;cellular process;establishment of localization;macromolecule metabolic process;metabolic process;primary metabolic process;protein folding;protein metabolic process;protein transport;response to abiotic stimulus;response to heat;response to stimulus;response to stress;transmembrane transport;transport,HSP74_YEAST,64,41,32,73.4,56.5,48.4,69.65,0,323.31,29295000000,924,1.194641,1.262652,1.240133,1.327756,1.050734,1.011555,1.375562,1.416027,1.250006,1.406896,1.396215,1.244357
,0.640190637,0.216090222,sp|P26637|SYLC_YEAST,sp|P26637|SYLC_YEAST,P26637,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;ATP binding;binding;carboxylic ester hydrolase activity;catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;leucine-tRNA ligase activity;ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;ligase activity, forming carbon-oxygen bonds;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding",cell part;cytoplasm;intracellular part,amine metabolic process;biological regulation;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;RNA metabolic process;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process,SYLC_YEAST,64,64,62,68.4,68.4,68.4,124.14,0,323.31,15450000000,776,0.6744145,1.293583,0.8666704,0.8967091,1.150804,1.133839,0.9882848,1.025651,0.9466792,0.9528522,1.040161,0.6973574
,0.637644895,-0.087775926,sp|P03965|CARB_YEAST,sp|P03965|CARB_YEAST,P03965,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;cation binding;ion binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;metal ion binding;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding",carbamoyl-phosphate synthase complex;cell part;cytoplasmic part;intracellular part;macromolecular complex;protein complex,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,CARB_YEAST,65,63,63,67.2,66.1,66.1,123.91,0,323.31,14684000000,830,0.8842729,0.5730615,1.193088,0.7569343,0.8458534,0.6858056,0.8737928,0.735255,0.9892807,0.72174,1.007441,0.8221342
,0.987845956,-0.626825253,sp|P22515|UBA1_YEAST,sp|P22515|UBA1_YEAST,P22515,Color [DarkGray],1,4,,adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;small protein activating enzyme activity;ubiquitin activating enzyme activity,cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,cellular metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;metabolic process;primary metabolic process;protein metabolic process;protein modification by small protein conjugation or removal;protein modification process,UBA1_YEAST,65,65,65,75.8,75.8,75.8,114.26,0,323.31,11477000000,642,-0.2902931,-0.4082986,-0.1472764,-0.305437,0.4090335,0.4773192,0.6042113,0.6665288,0.6565731,0.3460106,0.4185595,0.63152
,0.569686741,0.212850859,sp|P07806|SYV_YEAST,sp|P07806|SYV_YEAST,P07806,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;ATP binding;binding;carboxylic ester hydrolase activity;catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;ligase activity, forming carbon-oxygen bonds;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;valine-tRNA ligase activity",cell part;cytoplasm;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,amine metabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;RNA metabolic process;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process,SYV_YEAST,66,66,66,62.1,62.1,62.1,125.77,0,323.31,15685000000,834,0.7778302,0.8344781,0.8768502,0.7250922,1.209622,1.143191,0.9725648,0.7636926,0.8874798,0.8277292,0.8062606,0.4727871
,0.93843929,0.714202861,sp|Q05022|RRP5_YEAST,sp|Q05022|RRP5_YEAST,Q05022,Color [DarkGray],1,4,,binding;nucleic acid binding;poly(U) RNA binding;poly-pyrimidine tract binding;RNA binding;single-stranded RNA binding,cell part;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;preribosome;ribonucleoprotein complex;small-subunit processome,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;rRNA processing,RRP5_YEAST,69,69,69,45.7,45.7,45.7,193.13,0,292.5,2832700000,258,-0.2677203,-0.8292339,-0.5458835,-0.698791,-1.012817,-0.9891491,-1.321166,-2.100885,-1.601653,-1.645421,-0.7629363,-0.9134761
,1.063317871,-0.468722145,sp|P33416|HSP78_YEAST,sp|P33416|HSP78_YEAST,P33416,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;misfolded protein binding;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding",cell part;cytoplasmic part;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;organelle lumen;organelle part,biological regulation;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;mitochondrion organization;organelle organization;primary metabolic process;protein folding;protein metabolic process;regulation of protein stability;response to abiotic stimulus;response to heat;response to stimulus;response to stress,HSP78_YEAST,70,69,69,67.3,67.3,67.3,91.335,0,323.31,17332000000,806,0.5196345,0.9544075,0.5679653,0.2761738,0.7534351,0.5063749,1.074672,1.064052,1.091499,1.137486,1.241356,0.9415846
,0.214811191,0.028698444,sp|P25694|CDC48_YEAST,sp|P25694|CDC48_YEAST,P25694,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;enzyme regulator activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;identical protein binding;nucleoside-triphosphatase activity;nucleotide binding;phosphatase regulator activity;protein binding;protein phosphatase regulator activity;protein phosphatase type 1 regulator activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;small conjugating protein binding;ubiquitin binding",Cdc48p-Npl4p-Ufd1p AAA ATPase complex;cell part;cytoplasmic part;cytoplasmic ubiquitin ligase complex;cytosol;Doa10p ubiquitin ligase complex;endoplasmic reticulum membrane;endoplasmic reticulum part;ER ubiquitin ligase complex;Hrd1p ubiquitin ligase complex;Hrd1p ubiquitin ligase ERAD-L complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;nucleus;organelle;organelle membrane;organelle part;protein complex;ubiquitin ligase complex,autophagy;biological regulation;catabolic process;cell communication;cellular component disassembly;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoskeleton organization;establishment of localization;macromolecule metabolic process;membrane fusion;membrane invagination;membrane organization;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle fusion;organelle organization;primary metabolic process;protein metabolic process;protein transport;proteolysis;proteolysis involved in cellular protein catabolic process;response to chemical stimulus;response to external stimulus;response to extracellular stimulus;response to starvation;response to stimulus;response to stress;RNA catabolic process;RNA metabolic process;transport,CDC48_YEAST,71,71,71,80.7,80.7,80.7,91.995,0,323.31,34795000000,1225,1.426723,1.557893,1.493979,1.644878,1.59937,1.624812,1.691824,1.624493,1.621182,1.490989,1.620448,1.626006
,1.17229726,0.20246768,sp|P32324|EF2_YEAST,sp|P32324|EF2_YEAST,P32324,Color [DarkGray],1,4,,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;RNA binding;rRNA binding;translation elongation factor activity;translation factor activity, nucleic acid binding",cell part;cytoplasm;intracellular part,biological regulation;biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;regulation of translation;translational elongation,EF2_YEAST,71,71,71,74.8,74.8,74.8,93.288,0,323.31,1.1316E+11,2669,2.274537,2.415616,2.699459,2.425756,2.601196,2.653414,2.483266,2.271094,2.345617,2.343449,2.46026,2.27284
,0.498062474,0.580894152,sp|P32327|PYC2_YEAST,sp|P32327|PYC2_YEAST,P32327,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;biotin carboxylase activity;catalytic activity;cation binding;DNA binding;ion binding;ligase activity;ligase activity, forming carbon-carbon bonds;ligase activity, forming carbon-nitrogen bonds;metal ion binding;nucleic acid binding;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyruvate carboxylase activity;ribonucleotide binding",cell part;cytoplasmic part;cytosol;intracellular part,alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;cellular metabolic process;cellular process;metabolic process;primary metabolic process;small molecule metabolic process,PYC2_YEAST,71,31,31,64.4,29.7,29.7,130.17,0,214.9,2330900000,177,-1.065918,-0.7616367,-0.8780761,-0.6389806,-1.044263,-0.3857244,-0.3733734,-0.3383919,-0.5872629,-2.058537,-0.3506517,-1.132095
,0.844506688,0.222840289,sp|P02829|HSP82_YEAST,sp|P02829|HSP82_YEAST,P02829,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;identical protein binding;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;unfolded protein binding",cell part;cytoplasm;intracellular part,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;establishment of localization;macromolecular complex assembly;macromolecule metabolic process;metabolic process;primary metabolic process;protein complex assembly;protein folding;protein metabolic process;protein targeting;protein transport;regulation of DNA metabolic process;regulation of organelle organization;response to abiotic stimulus;response to osmotic stress;response to stimulus;response to stress;ribonucleoprotein complex assembly;transport,HSP82_YEAST,72,12,12,74.3,21.7,21.7,81.405,0,323.31,8493800000,299,1.200706,1.326525,1.010561,0.9839215,1.028836,1.141743,0.8198645,0.8074266,0.8501032,0.9192878,0.7791957,1.056955
,1.900918316,0.318333546,sp|P16861|PFKA1_YEAST,sp|P16861|PFKA1_YEAST,P16861,Color [DarkGray],1,4,,"6-phosphofructokinase activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;carbohydrate kinase activity;catalytic activity;cation binding;ion binding;kinase activity;metal ion binding;nucleotide binding;phosphofructokinase activity;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups",6-phosphofructokinase complex;cell part;cytoplasmic part;cytosolic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;mitochondrial membrane;mitochondrial outer membrane;mitochondrial part;mitochondrion;organelle;organelle membrane;organelle outer membrane;organelle part;outer membrane;protein complex,alcohol metabolic process;carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular process;establishment of localization;generation of precursor metabolites and energy;hydrogen transport;ion transport;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process;transport,PFKA1_YEAST,72,72,71,72,72,71.1,107.97,0,323.31,41368000000,1421,1.149337,1.807794,1.583388,1.638627,1.808271,1.701463,1.474304,1.463778,1.558428,1.440607,1.597872,1.288497
,1.063371306,-0.419821193,sp|P11154|PYC1_YEAST,sp|P11154|PYC1_YEAST,P11154,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;biotin carboxylase activity;catalytic activity;cation binding;DNA binding;ion binding;ligase activity;ligase activity, forming carbon-carbon bonds;ligase activity, forming carbon-nitrogen bonds;metal ion binding;nucleic acid binding;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyruvate carboxylase activity;ribonucleotide binding",cell part;cytoplasmic part;cytosol;intracellular part,alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;cellular metabolic process;cellular process;metabolic process;primary metabolic process;small molecule metabolic process,PYC1_YEAST,74,74,34,67.9,67.9,34.2,130.1,0,323.31,27146000000,1061,0.6305159,0.633812,1.243371,0.8847982,0.887578,0.3136099,1.212967,1.14043,1.162285,1.086349,1.240495,0.8649048
,0.687485577,0.178054174,sp|P16521|EF3A_YEAST,sp|P16521|EF3A_YEAST,P16521,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;RNA binding;rRNA binding;translation elongation factor activity;translation factor activity, nucleic acid binding",cell part;cytoplasmic part;cytosolic part;cytosolic ribosome;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;non-membrane-bounded organelle;organelle;ribonucleoprotein complex;ribosome;RNA granule;stress granule,biosynthetic process;cellular component disassembly;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;translational elongation,EF3A_YEAST,76,76,58,69.2,69.2,55.1,115.94,0,323.31,58158000000,1857,1.424551,1.674721,1.902503,1.65896,1.886597,1.909332,1.839761,1.666302,1.800211,1.643725,1.74824,1.398823
,1.855683381,0.358379801,sp|P10592|HSP72_YEAST,sp|P10592|HSP72_YEAST,P10592,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;unfolded protein binding",cell part;cell wall;cytoplasm;cytoplasmic part;cytosol;external encapsulating structure;extracellular region;fungal-type cell wall;fungal-type vacuole membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;mitochondrion;organelle;organelle membrane;organelle part;polysome;ribonucleoprotein complex;vacuolar membrane;vacuolar part,cellular metabolic process;cellular process;establishment of localization;macromolecule metabolic process;metabolic process;primary metabolic process;protein folding;protein metabolic process;protein transport;transmembrane transport;transport,HSP72_YEAST,77,22,19,95.3,31.9,28.2,69.469,0,323.31,29024000000,668,1.677428,1.83012,1.957373,1.867373,1.856249,1.744836,1.679735,1.555578,1.531191,1.509009,1.599022,1.302601
,1.875419595,0.218302409,sp|P05694|METE_YEAST,sp|P05694|METE_YEAST,P05694,Color [DarkGray],1,4,,"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity;5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity;binding;catalytic activity;cation binding;ion binding;metal ion binding;methyltransferase activity;S-methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups;transition metal ion binding;zinc ion binding",,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process;sulfur compound metabolic process,METE_YEAST,78,78,78,88.4,88.4,88.4,85.859,0,323.31,1.2497E+11,2265,2.251754,2.48418,2.597051,2.45266,2.536393,2.554755,2.400346,2.278095,2.405427,2.351683,2.424109,2.206909
,0.902808116,-0.448274523,sp|P09436|SYIC_YEAST,sp|P09436|SYIC_YEAST,P09436,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;ATP binding;binding;carboxylic ester hydrolase activity;catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;isoleucine-tRNA ligase activity;ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;ligase activity, forming carbon-oxygen bonds;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding",cell part;cytoplasmic part;cytosol;intracellular part,amine metabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;RNA metabolic process;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process,SYIC_YEAST,78,78,78,68.7,68.7,68.7,122.98,0,323.31,14269000000,908,0.02996644,0.5913159,-0.2031257,0.3637142,0.6228594,-0.07173169,0.98579,0.830055,1.122706,0.903393,1.072755,0.494674
,0.689950546,0.162233353,sp|P10591|HSP71_YEAST,sp|P10591|HSP71_YEAST,P10591,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;unfolded protein binding",cell part;cell wall;cytoplasm;cytoplasmic part;external encapsulating structure;extracellular region;fungal-type cell wall;fungal-type vacuole membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;nucleus;organelle;organelle membrane;organelle part;polysome;ribonucleoprotein complex;vacuolar membrane;vacuolar part,biosynthetic process;cellular component disassembly;cellular component organization;cellular metabolic process;cellular process;cytoplasmic translation;establishment of localization;macromolecule metabolic process;metabolic process;primary metabolic process;protein depolymerization;protein folding;protein metabolic process;protein targeting;protein transport;translation;transmembrane transport;transport,HSP71_YEAST,78,78,22,95.3,95.3,32.2,69.656,0,323.31,3.6865E+11,5014,3.178193,3.241704,3.460865,3.298738,3.361864,3.402533,3.37135,3.16026,3.29965,3.314364,3.280633,2.981651
,1.662281985,0.217176318,sp|P17255|VATA_YEAST,sp|P17255|VATA_YEAST,P17255,Color [DarkGray],1,4,,"active transmembrane transporter activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of substances;binding;catalytic activity;cation transmembrane transporter activity;cation-transporting ATPase activity;deoxyribonuclease activity;DNA binding;endodeoxyribonuclease activity;endonuclease activity;hydrogen ion transmembrane transporter activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;hydrolase activity, acting on ester bonds;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;nuclease activity;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;proton-transporting ATPase activity, rotational mechanism;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity","cell part;cytoplasmic part;endomembrane system;fungal-type vacuole membrane;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;organelle membrane;organelle part;protein complex;proton-transporting two-sector ATPase complex, catalytic domain;proton-transporting V-type ATPase, V1 domain;vacuolar membrane;vacuolar part;vacuolar proton-transporting V-type ATPase, V1 domain",biological regulation;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;DNA metabolic process;DNA recombination;establishment of localization;heterocycle metabolic process;homeostatic process;hydrogen transport;ion transport;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;protein maturation;protein metabolic process;small molecule metabolic process;transmembrane transport;transport,VATA_YEAST,79,79,79,72.2,72.2,72.2,118.64,0,323.31,44426000000,1783,1.837329,1.800623,1.898456,1.856097,1.868986,1.980253,1.760472,1.610859,1.810041,1.701823,1.803361,1.672762
,1.077453363,0.241809209,sp|P15108|HSC82_YEAST,sp|P15108|HSC82_YEAST,P15108,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;unfolded protein binding",cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromosome organization;DNA metabolic process;homeostatic process;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;primary metabolic process;protein complex assembly;protein folding;protein metabolic process;response to abiotic stimulus;response to heat;response to stimulus;response to stress;ribonucleoprotein complex assembly;telomere organization,HSC82_YEAST,81,81,21,82.6,82.6,31.6,80.899,0,323.31,1.5663E+11,3080,2.691578,2.751309,2.892298,2.769266,2.866605,2.855335,2.75202,2.559249,2.736386,2.719501,2.658002,2.371734
,0.911115473,-0.328940639,sp|P06105|SC160_YEAST,sp|P06105|SC160_YEAST,P06105,Color [DarkGray],1,4,,binding;G-protein alpha-subunit binding;mRNA binding;nucleic acid binding;protein binding;RNA binding,cell part;cytoplasm;cytoplasmic part;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;nuclear membrane;nuclear outer membrane-endoplasmic reticulum membrane network;nuclear part;organelle;organelle membrane;organelle part;polysome;ribonucleoprotein complex,"biological regulation;cellular component organization;cellular localization;cellular process;chromosome organization;chromosome segregation;gene silencing;localization;multicellular organismal process;organelle organization;regulation of gene expression, epigenetic;response to chemical stimulus;response to external stimulus;response to stimulus;signal transduction;tropism",SC160_YEAST,86,86,86,67,67,67,134.81,0,323.31,13344000000,769,0.07538375,0.3569189,0.213416,0.4401343,-0.1328463,-0.04533717,0.7999157,0.6883518,0.8004489,0.6195737,0.8970202,0.4306126
,0.16106245,0.039890925,sp|P31539|HS104_YEAST,sp|P31539|HS104_YEAST,P31539,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ADP binding;ATP binding;ATPase activity;ATPase activity, coupled;binding;catalytic activity;chaperone binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;unfolded protein binding",cell part;cytoplasm;cytoplasmic part;cytosolic part;ER membrane insertion complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;nucleus;organelle;protein complex;TRC complex,carbohydrate metabolic process;cellular component disassembly;cellular component organization;cellular metabolic process;cellular process;localization;macromolecule metabolic process;metabolic process;oligosaccharide metabolic process;primary metabolic process;protein folding;protein metabolic process;response to abiotic stimulus;response to heat;response to stimulus;response to stress,HS104_YEAST,93,93,92,83.8,83.8,83.8,102.03,0,323.31,1.0077E+11,3029,2.166496,2.33374,2.226452,2.295882,2.334282,2.257976,2.386839,2.241231,2.371614,2.419434,2.447968,2.10726
